DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200813055,7/30/2020 0:00,7/28/2020 0:00,900,8,West LA,852,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,28,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,1500    ARMACOST                     AV,,34.0416,-118.46
201100719,8/20/2020 0:00,8/20/2020 0:00,2230,11,Northeast,1181,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1810 1402 0416,30,F,O,501,SINGLE FAMILY DWELLING,513,STUN GUN,AA,Adult Arrest,230,998,,,2500    ELSINORE                     ST,,34.0805,-118.2685
201210444,4/6/2020 0:00,4/6/2020 0:00,1230,12,77th Street,1243,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1402 1419 1407 0913 0361 0906,64,F,B,501,SINGLE FAMILY DWELLING,103,RIFLE,AO,Adult Other,251,998,,,2000 W  65TH                         ST,,33.9806,-118.3134
201307832,3/9/2020 0:00,3/8/2020 0:00,600,13,Newton,1309,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,2000 E  OLYMPIC                      BL,,34.027,-118.2369
200914654,9/14/2020 0:00,9/12/2020 0:00,2345,9,Van Nuys,985,2,946,OTHER MISCELLANEOUS CRIME,0344 0448 1402 0314 0500,38,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,946,998,,,4400    MURIETTA                     AV,,34.1504,-118.4383
200707116,3/7/2020 0:00,3/6/2020 0:00,2300,7,Wilshire,767,1,330,BURGLARY FROM VEHICLE,0344 1307 1501,20,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,4000 W  PICO                         BL,,34.0475,-118.323
200415626,12/5/2020 0:00,12/5/2020 0:00,1330,4,Hollenbeck,423,2,624,BATTERY - SIMPLE ASSAULT,0361 0447 0416 2002 0913,19,M,H,104,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,1800    WORKMAN                      ST,,34.0638,-118.2141
200516860,11/19/2020 0:00,11/19/2020 0:00,200,5,Harbor,525,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  D                            ST,,33.7742,-118.2626
200608876,4/8/2020 0:00,4/8/2020 0:00,925,6,Hollywood,647,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5800 W  SUNSET                       BL,,34.0998,-118.3211
201305126,1/22/2020 0:00,1/21/2020 0:00,400,13,Newton,1373,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0507 1218 1206 1415 1409 0913 0545,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,821,998,,,1000 E  53RD                         ST,,33.9943,-118.2582
200713443,8/27/2020 0:00,8/22/2020 0:00,1808,7,Wilshire,752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,54,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6100    PACKARD                      ST,,34.055,-118.3733
201014597,10/30/2020 0:00,10/30/2020 0:00,2345,10,West Valley,1097,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,27,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3600    WESTFALL                     DR,,34.1364,-118.4934
201012998,9/4/2020 0:00,9/4/2020 0:00,1,10,West Valley,1043,1,330,BURGLARY FROM VEHICLE,0344 0385 1822,23,M,W,101,STREET,,,IC,Invest Cont,330,,,,5900    RESEDA                       BL,,34.1769,-118.5384
200320775,11/22/2020 0:00,11/22/2020 0:00,1900,3,Southwest,395,2,900,VIOLATION OF COURT ORDER,2038 0913 2000 1814,32,F,B,726,POLICE FACILITY,,,AO,Adult Other,900,,,,1500 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.3113
200714289,9/27/2020 0:00,9/27/2020 0:00,40,7,Wilshire,739,1,210,ROBBERY,0302 0344,52,M,A,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,210,,,,4TH                          ST,ARDEN,34.0671,-118.3259
200212268,7/6/2020 0:00,7/6/2020 0:00,1900,2,Rampart,261,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,51,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,800 S  CARONDELET                   ST,,34.0553,-118.283
200405046,1/22/2020 0:00,1/22/2020 0:00,1330,4,Hollenbeck,491,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1258 1906,12,F,H,720,JUNIOR HIGH SCHOOL,511,VERBAL THREAT,JO,Juv Other,930,,,,1200 S  SOTO                         ST,,34.0233,-118.2222
200305434,1/24/2020 0:00,1/24/2020 0:00,2230,3,Southwest,326,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0446 0416 0408 0448 1813 1814 1243 2002,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2800 S  NORMANDIE                    AV,,34.03,-118.3002
201114664,10/15/2020 0:00,10/11/2020 0:00,1650,11,Northeast,1102,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,4000    GARDEN                       AV,,34.124,-118.2675
200812802,8/9/2020 0:00,8/8/2020 0:00,2030,8,West LA,855,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,30,M,B,146,PATIO*,,,IC,Invest Cont,440,,,,10800    SANTA MONICA                 BL,,34.0492,-118.4394
200320482,11/16/2020 0:00,11/2/2020 0:00,1200,3,Southwest,331,2,354,THEFT OF IDENTITY,0100 1822,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2900 S  PALM GROVE                   AV,,34.0269,-118.349
200405709,2/13/2020 0:00,2/11/2020 0:00,1000,4,Hollenbeck,408,2,814,CHILD PORNOGRAPHY,,13,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,,,,3600    RANDOLPH                     AV,,34.0873,-118.1817
201222009,10/4/2020 0:00,10/4/2020 0:00,850,12,77th Street,1266,1,350,"THEFT, PERSON",0913 2000 1813 0329 0344,29,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350,,,,8100 S  HOOVER                       ST,,33.9655,-118.2871
200212565,7/14/2020 0:00,7/14/2020 0:00,2040,2,Rampart,212,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0447,0,X,X,301,GAS STATION,310,CONCRETE BLOCK/BRICK,IC,Invest Cont,740,,,,300 N  VERMONT                      AV,,34.0763,-118.2917
201207223,2/15/2020 0:00,2/15/2020 0:00,630,12,77th Street,1249,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1309 0340 1822,23,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,FLORENCE                     AV,FLOWER                       ST,33.9747,-118.2812
200215094,9/16/2020 0:00,9/14/2020 0:00,1810,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,0344 1300 1605 0329,27,M,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,LUCAS                        AV,WILSHIRE                     BL,34.053,-118.2649
200311259,5/13/2020 0:00,5/13/2020 0:00,1120,3,Southwest,379,2,940,EXTORTION,1019 1916 1202 0337 0422 0344,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1000 W  38TH                         ST,,34.0168,-118.2915
200712676,8/12/2020 0:00,5/30/2020 0:00,1200,7,Wilshire,735,1,310,BURGLARY,1609 1822 0344,27,F,H,406,OTHER STORE,,,IC,Invest Cont,310,,,,5400    WILSHIRE                     BL,,34.0633,-118.3473
200510282,6/6/2020 0:00,6/6/2020 0:00,100,5,Harbor,501,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0429 0444 1218 1309 1310 2000 2004,25,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,186TH,VERMONT,33.862,-118.2905
200704686,1/15/2020 0:00,1/14/2020 0:00,2100,7,Wilshire,758,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,4400 W  12TH                         ST,,34.0503,-118.3269
200113827,6/23/2020 0:00,6/20/2020 0:00,1400,1,Central,195,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    SANTEE                       ST,,34.0305,-118.262
200617621,11/5/2020 0:00,11/4/2020 0:00,2000,6,Hollywood,632,1,330,BURGLARY FROM VEHICLE,1822 1609 1300 0344,67,F,W,104,DRIVEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,8400    RIDPATH                      DR,,34.1054,-118.3764
200618237,11/19/2020 0:00,11/19/2020 0:00,715,6,Hollywood,637,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,47,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,5900    CARLOS                       AV,,34.1028,-118.318
200318572,10/8/2020 0:00,10/8/2020 0:00,1750,3,Southwest,334,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1309,57,F,B,501,SINGLE FAMILY DWELLING,304,CLUB/BAT,IC,Invest Cont,740,,,,3400    EDGEHILL                     DR,,34.0251,-118.3305
200511897,7/16/2020 0:00,7/15/2020 0:00,1800,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 S  MEYLER                       ST,,33.7347,-118.2968
200318450,10/6/2020 0:00,10/4/2020 0:00,1700,3,Southwest,335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,36,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2800    3RD                          AV,,34.0282,-118.32
200409974,6/19/2020 0:00,6/19/2020 0:00,515,4,Hollenbeck,466,1,330,BURGLARY FROM VEHICLE,1302 1307 0344,40,F,H,101,STREET,,,IC,Invest Cont,330,,,,300 N  MATHEWS                      ST,,34.0447,-118.2075
200613192,7/27/2020 0:00,7/25/2020 0:00,2115,6,Hollywood,656,1,330,BURGLARY FROM VEHICLE,1300 0344 0394 0329,29,F,W,101,STREET,,,IC,Invest Cont,330,,,,900 N  EL CENTRO                    AV,,34.0871,-118.3244
200911205,6/18/2020 0:00,6/11/2020 0:00,2300,9,Van Nuys,939,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    ATOLL                        AV,,34.1831,-118.4203
200304230,1/4/2020 0:00,1/4/2020 0:00,2320,3,Southwest,373,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 1202 2021 1821 1241 0408 2002 0913,63,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,3900    HUBERT                       AV,,34.0142,-118.3281
200304967,1/17/2020 0:00,1/17/2020 0:00,1315,3,Southwest,321,1,210,ROBBERY,0344 0337 0342 0346 0913 0416 0446 1218 0352 1309,38,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,OBAMA                        BL,LA BREA                      BL,34.0238,-118.3669
200913013,8/2/2020 0:00,8/1/2020 0:00,1700,9,Van Nuys,985,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0400,0,X,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,14100 W  VENTURA                      BL,,34.1495,-118.44
200714343,9/10/2020 0:00,9/10/2020 0:00,1000,7,Wilshire,782,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,0,M,O,101,STREET,,,IC,Invest Cont,420,,,,2300 S  FAIRFAX                      AV,,34.0371,-118.3687
201100599,4/1/2020 0:00,3/31/2020 0:00,1450,11,Northeast,1139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2024 1100 0450 1402 1407 0906 1419,23,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,230,998,,,SHULTS                       ST,ARROYO                       DR,34.1072,-118.187
200414304,10/26/2020 0:00,10/26/2020 0:00,45,4,Hollenbeck,427,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1243 1814 0400 0444 0429,44,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3300    THELMA                       AV,,34.0836,-118.1791
201214112,6/5/2020 0:00,5/29/2020 0:00,900,12,77th Street,1249,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1259 1309 1402,15,F,B,101,STREET,,,AA,Adult Arrest,822,998,,,70TH                         ST,FIGUEROA                     ST,33.9761,-118.2827
200116154,8/10/2020 0:00,8/5/2020 0:00,139,1,Central,174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 2032,53,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 S  MAIN                         ST,,34.0437,-118.2518
200409992,6/20/2020 0:00,6/20/2020 0:00,1600,4,Hollenbeck,449,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MARENGO                      ST,TREMONT                      ST,34.0546,-118.1978
200716959,12/4/2020 0:00,12/2/2020 0:00,1530,7,Wilshire,759,1,330,BURGLARY FROM VEHICLE,0344 1300,49,F,K,101,STREET,,,IC,Invest Cont,330,,,,1200    5TH                          AV,,34.0497,-118.3214
200509489,5/15/2020 0:00,5/15/2020 0:00,1830,5,Harbor,529,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1236,0,X,X,301,GAS STATION,,,IC,Invest Cont,740,,,,1200 E  ANAHEIM                      ST,,33.7808,-118.2481
200411234,7/28/2020 0:00,7/27/2020 0:00,2200,4,Hollenbeck,439,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1821 1241 0416,43,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,,,1900    LANSDOWNE                    AV,,34.0641,-118.1747
200104551,1/8/2020 0:00,1/8/2020 0:00,1300,1,Central,192,1,761,BRANDISH WEAPON,0334 1606 1822 1402,43,M,H,118,CONSTRUCTION SITE,215,MACHETE,IC,Invest Cont,761,998,,,1400 S  FIGUEROA                     ST,,34.0393,-118.2689
200604262,1/7/2020 0:00,1/7/2020 0:00,50,6,Hollywood,666,2,623,BATTERY POLICE (SIMPLE),1212 0356 0416,0,X,X,726,POLICE FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623,,,,1300    WILCOX                       AV,,34.0944,-118.331
200909194,5/1/2020 0:00,4/30/2020 0:00,1930,9,Van Nuys,948,1,330,BURGLARY FROM VEHICLE,0344 1300,34,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,5900    BUFFALO                      AV,,34.1776,-118.4299
200910760,6/8/2020 0:00,6/5/2020 0:00,300,9,Van Nuys,952,1,310,BURGLARY,0344 1606,38,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,15100    BURBANK                      BL,,34.1721,-118.4618
201213600,5/27/2020 0:00,4/21/2020 0:00,2200,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2900 W  67TH                         ST,,33.9818,-118.3221
200116959,8/26/2020 0:00,8/26/2020 0:00,300,1,Central,147,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1402 1814 0913 1218 2002 1206 1414,56,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302,BLUNT INSTRUMENT,AO,Adult Other,626,998,,,400 E  5TH                          ST,,34.0453,-118.2443
200414795,11/12/2020 0:00,11/11/2020 0:00,2100,4,Hollenbeck,424,1,330,BURGLARY FROM VEHICLE,1300 1302 1307 0344,41,M,H,101,STREET,,,IC,Invest Cont,330,,,,3500 N  BROADWAY,,34.0738,-118.2038
200517685,12/9/2020 0:00,12/8/2020 0:00,2202,5,Harbor,589,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,18,M,H,117,BEACH,,,IC,Invest Cont,440,,,,3700    STEPHEN M WHITE              DR,,33.7111,-118.2865
200212115,7/3/2020 0:00,7/2/2020 0:00,1,2,Rampart,205,1,330,BURGLARY FROM VEHICLE,1302 0344 1601 0358,42,F,O,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,330,,,,800 N  OCCIDENTAL                   BL,,34.08,-118.2739
201007543,3/26/2020 0:00,3/25/2020 0:00,1830,10,West Valley,1039,1,330,BURGLARY FROM VEHICLE,1822 0344,53,M,W,101,STREET,,,IC,Invest Cont,330,,,,6700    GAVIOTA                      AV,,34.192,-118.4815
200816844,11/25/2020 0:00,11/21/2020 0:00,1300,8,West LA,827,1,480,BIKE - STOLEN,1602 0344 0346,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,CHENAULT                     ST,BARRINGTON                   AV,34.0581,-118.4658
200404518,1/14/2020 0:00,1/13/2020 0:00,2020,4,Hollenbeck,422,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,26,M,H,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,745,,,,2000    GRIFFIN                      AV,,34.0676,-118.2116
200909219,5/2/2020 0:00,5/2/2020 0:00,1430,9,Van Nuys,935,2,625,OTHER ASSAULT,406,63,F,W,104,DRIVEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,625,,,,14200    FRIAR                        ST,,34.1857,-118.4422
200105552,1/23/2020 0:00,1/23/2020 0:00,750,1,Central,122,2,860,BATTERY WITH SEXUAL CONTACT,448,28,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,1ST,HILL                         ST,34.0544,-118.2466
200613234,7/29/2020 0:00,7/29/2020 0:00,910,6,Hollywood,666,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0446,51,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200    VINE                         ST,,34.0926,-118.3266
201206461,2/4/2020 0:00,2/4/2020 0:00,700,12,77th Street,1269,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1814 0421 0432,39,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,8200    AVALON                       BL,,33.9647,-118.2651
201106042,2/15/2020 0:00,2/14/2020 0:00,2230,11,Northeast,1162,2,946,OTHER MISCELLANEOUS CRIME,1266 1501,21,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,946,,,,1300 N  VERMONT                      AV,,34.0956,-118.2918
200613723,8/9/2020 0:00,8/9/2020 0:00,1320,6,Hollywood,669,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,25,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1200 N  KINGSLEY                     DR,,34.0934,-118.3025
201016227,12/18/2020 0:00,12/18/2020 0:00,1300,10,West Valley,1023,2,900,VIOLATION OF COURT ORDER,2038 0913 1813,36,M,B,108,PARKING LOT,,,AO,Adult Other,900,,,,19000    VANOWEN                      ST,,34.1938,-118.5481
200918182,12/7/2020 0:00,12/7/2020 0:00,1235,9,Van Nuys,904,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,15100    SATICOY                      ST,,34.2085,-118.462
200121295,11/20/2020 0:00,11/19/2020 0:00,1700,1,Central,174,1,761,BRANDISH WEAPON,0443 1218 2004 0334 0361 0913,27,M,W,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,761,,,,700 S  MAIN                         ST,,34.0437,-118.2518
200105316,1/19/2020 0:00,1/19/2020 0:00,1945,1,Central,164,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0400,31,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,100 W  7TH                          ST,,34.0446,-118.2507
200316235,8/24/2020 0:00,8/18/2020 0:00,2230,3,Southwest,336,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0311,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,2700 S  WESTERN                      AV,,34.0282,-118.3133
200713567,9/6/2020 0:00,9/6/2020 0:00,855,7,Wilshire,722,1,310,BURGLARY,1822 0344 1606,33,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,8400 W  3RD                          ST,,34.073,-118.3732
200404334,1/9/2020 0:00,1/9/2020 0:00,1555,4,Hollenbeck,409,1,330,BURGLARY FROM VEHICLE,1300 1302 0344 1307,46,M,H,101,STREET,,,IC,Invest Cont,330,,,,5600 N  HUNTINGTON                   DR,,34.0955,-118.1574
200116943,8/25/2020 0:00,8/4/2020 0:00,1800,1,Central,182,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 1601 0344,24,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,1200 S  GRAND                        AV,,34.0397,-118.2637
201306223,2/7/2020 0:00,2/6/2020 0:00,2200,13,Newton,1364,1,310,BURGLARY,1607 0329 0344,0,M,H,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,310,,,,4700 S  CENTRAL                      AV,,34.0008,-118.2565
200318904,10/15/2020 0:00,10/12/2020 0:00,1100,3,Southwest,333,2,662,"BUNCO, GRAND THEFT",701,64,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,3000    SOMERSET                     DR,,34.0261,-118.3374
200611501,6/17/2020 0:00,6/14/2020 0:00,30,6,Hollywood,666,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SEWARD,LEXINGTON,34.0926,-118.3332
200400648,2/29/2020 0:00,2/29/2020 0:00,1500,4,Hollenbeck,463,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 2004,49,F,H,101,STREET,,,AO,Adult Other,740,,,,200 N  CUMMINGS                     ST,,34.0464,-118.2144
200205740,2/5/2020 0:00,2/1/2020 0:00,1430,2,Rampart,205,1,330,BURGLARY FROM VEHICLE,1601 1302 0344 0377 0321,30,F,W,101,STREET,,,IC,Invest Cont,330,,,,900 N  VENDOME                      ST,,34.0825,-118.2753
200707846,3/28/2020 0:00,3/28/2020 0:00,600,7,Wilshire,773,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1821 0416 0446,39,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5100    PICKFORD                     ST,,34.0436,-118.3513
201112070,7/31/2020 0:00,7/31/2020 0:00,2120,11,Northeast,1172,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 1822,30,F,A,108,PARKING LOT,,,IC,Invest Cont,420,,,,ALVARADO,GLENDALE,34.083,-118.2601
200516762,11/17/2020 0:00,11/17/2020 0:00,1740,5,Harbor,522,2,900,VIOLATION OF COURT ORDER,2038 1814 0913 2000,26,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,800 W  OPP                          ST,,33.7824,-118.2719
200708440,4/20/2020 0:00,4/6/2020 0:00,1930,7,Wilshire,753,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,29,F,A,103,ALLEY,,,IC,Invest Cont,740,,,,1000 S  FAIRFAX                      AV,,34.0582,-118.3638
201223850,11/3/2020 0:00,10/27/2020 0:00,1530,12,77th Street,1233,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0342 0385,0,X,X,108,PARKING LOT,,,IC,Invest Cont,331,,,,5900 S  ST ANDREWS                   PL,,33.9862,-118.3111
200413090,9/24/2020 0:00,9/24/2020 0:00,300,4,Hollenbeck,491,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0430 1100,0,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,SOTO                         ST,WASHINGTON                   BL,34.0173,-118.22
201013447,9/25/2020 0:00,9/25/2020 0:00,2220,10,West Valley,1039,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 0419 0431 2021,44,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6400    MONTGOMERY                   AV,,34.1866,-118.4825
200315547,8/10/2020 0:00,8/2/2020 0:00,1600,3,Southwest,356,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600 W  37TH                         PL,,34.02,-118.3072
200306531,2/12/2020 0:00,1/17/2020 0:00,900,3,Southwest,377,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,39TH                         ST,BUDLONG,34.0155,-118.2959
201226131,12/8/2020 0:00,12/8/2020 0:00,1600,12,77th Street,1232,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0216 0329 1822,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,745,,,,3200 W  SLAUSON                      AV,,33.989,-118.329
200805246,1/28/2020 0:00,1/28/2020 0:00,1356,8,West LA,827,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,22,F,W,108,PARKING LOT,212,BOTTLE,IC,Invest Cont,740,,,,11700    SAN VICENTE                  BL,,34.0579,-118.4683
